x,y,z
-0.62495726,-0.2068828,-0.11303716
0.6632489,0.15605001,-0.14925644
1.0492923,0.22814572,-4.470944e-17
0.77975094,-0.7957498,-1.8148612e-17
-2.3506703e-17,0.21682629,1.247574
-0.68829304,0.029694937,-0.24989891
-0.78455913,-0.6278927,0.049387615
0.68101114,0.046606828,-0.006360581
-4.4974663e-19,0.9502336,1.1364198
-0.2880476,-0.021638252,-0.608215
-0.67836475,0.064492315,-0.28868204
0.09317122,-0.39364076,0.00471908
-0.63815147,-0.18775982,-0.94831455
1.5492477e-17,1.1633964,0.20512438
-0.57685155,-0.32206514,-0.08264007
-9.21221e-13,0.72334915,0.700168
-0.2915718,0.016310899,-0.20703754
0.14883158,-0.26200083,0.17693296
0.62078166,-0.2843918,-0.27162457
-0.6550006,-0.37013224,-0.10307237
-0.5564454,-0.50368935,-1.0450878
1.3625115,0.27419582,-4.2191555e-17
-4.021279e-17,0.1372558,1.0360255
-7.343579e-15,0.07820754,0.12613232
-1.2601407,-0.7271661,-0.6835118
-1.5453327e-17,-0.48205784,0.33232597
0.005141949,-0.14406253,0.16694252
-0.14374848,0.18193017,0.23298964
-0.60085326,-0.18003918,-1.1509106
-7.5125304e-18,-0.31064007,0.3136947
2.4404707e-17,0.6915899,1.1076012
1.6151303,-0.80141234,-0.013373004
0.19563869,0.46257365,-0.4224899
2.2057154e-18,1.2084607,0.55149764
-1.5299119,-0.4087898,-0.3253311
0.27558523,-0.054240346,-0.19588934
0.1674511,-0.27463943,0.19097196
-4.8541294e-17,-1.2539752,0.39903063
-0.31867862,-0.0049824095,-0.18257396
-1.2173672e-17,-0.3160121,1.2282052
0.00927454,-0.08115413,0.24080545
-0.00013265663,0.048891105,0.30409884
0.05638383,-0.15088668,0.02488346
-0.110447645,-0.25324965,0.8332939
-0.7146011,-0.1643482,-1.1441808
-0.7306983,-0.15117057,-0.9774975
0.029248754,-0.26917654,0.35161835
0.032205448,0.21835904,0.17761832
-0.15046802,0.045773666,0.3377632
0.08572879,-0.7041868,-1.8942419
-0.17034435,0.9218216,0.07067733
-0.6755746,-0.18957917,0.12172277
0.713072,0.06941916,-3.8956822e-17
0.54366803,0.6626872,-0.20061648
0.10864015,0.56991553,0.15850927
-0.6791039,0.02482118,-0.24398692
3.4419568e-18,-0.37547103,0.72309047
-3.467221e-17,-0.42264092,1.125059
1.2329997,-0.13192725,5.471336e-18
1.1092383,0.12119651,-4.292823e-17
-0.24971437,0.22260046,0.24156716
-1.8468496e-17,1.3057534,0.3426674
-0.6634562,0.04174415,-1.0414095
-0.66133046,0.19214278,-0.5639458
-0.058743574,-0.69008374,0.40869424
-0.06322543,0.61849046,0.41936338
-6.9382677e-18,-0.27855045,1.190331
1.0411307,0.28551793,4.612985e-18
0.83790946,1.3667293,-0.10131028
0.24901752,-0.062141284,-0.10316498
-0.72600776,-0.32270694,-1.0784954
-1.299143,0.09486105,-0.12675434
1.3216188,-0.5872036,2.944201e-17
0.19693257,-0.27070045,0.121675745
0.10247918,-0.30138758,0.10317802
-1.8195357,0.74861866,-0.41810468
0.088174894,-0.14730398,0.1381979
0.022490188,-0.20419045,0.16009167
1.8009978e-05,-0.038769808,0.021715602
-0.15824254,0.16076773,-0.14203387
-0.7262898,-0.17438506,0.052709114
0.029160887,-0.13912424,0.08220065
0.010861567,-0.31867272,0.0850682
0.2325259,0.73733956,1.6492592e-17
0.031497113,-0.22248048,-0.5510854
-0.07764246,0.0001451366,0.2516601
0.17133182,0.5421575,0.15183617
-0.66298425,0.11620575,-0.31708625
-0.005211617,-1.2610208,-2.8272094e-17
-1.4410865e-18,-0.40621403,0.23018472
0.5213638,-0.71023494,-3.833521e-17
-0.123158924,0.27554855,0.49606004
-0.6997291,0.049361162,-0.25488994
-0.7910549,-0.7212081,0.29963294
0.65284956,0.58944136,-0.51429015
1.10668875e-17,-0.45918128,1.2283666
-0.04993886,0.9128246,0.19186895
-0.17417559,-0.22592655,-0.734184
0.018309202,-0.35884914,0.013899097
0.013322849,1.1656069,-0.5595233
-5.4495023e-18,0.41280055,1.3059623
-0.8085986,-0.1997763,-1.0682771
0.22863911,-0.31994668,-0.30536833
0.09096505,0.106722504,0.0015497006
0.07326276,-0.19858445,0.032644603
0.4023538,0.5801741,-0.7161001
0.22687656,-0.32167864,-0.0015304467
-0.6810009,0.048169706,-1.1035069
0.60126495,0.6902616,-0.39651576
-0.8189023,-0.44813123,-0.6631304
0.22906622,0.47953552,-0.03879399
-0.016183984,-0.23961289,-1.2930315
0.7255265,1.1714051,-2.1297198e-18
0.051486842,-0.24009638,-1.3512131
-0.2185649,0.20970711,0.50359374
0.17788951,1.2560633,-0.6397725
1.3423688,0.2693751,1.3852652e-17
4.024484e-18,-0.03525641,1.1707811
0.7094085,-0.20252076,-0.111521795
-0.53856635,-0.18414444,0.12954053
-1.340745,0.05859897,-0.1071052
-0.028248753,0.5933789,0.8889858
-1.2885303,-0.012434547,-0.23419653
-0.54681426,0.665978,-0.7968624
-3.126996e-17,-0.60302746,0.8926784
0.12715836,-0.064851284,0.2952453
-6.8641813e-18,-0.3120732,1.1497527
-0.1635969,-0.37573445,-1.2595631
-0.48791274,0.87375444,-0.3501937
0.10414851,0.26549053,0.03914817
0.57649064,-1.2622076,1.536788e-17
-1.3670306,-0.44398817,-0.74878496
0.06215555,-0.003517462,0.024809126
0.24891062,0.48941505,-0.11165002
-0.16039623,-0.6887471,-0.12769902
-0.70049965,0.008532612,-0.3168847
-1.6052917,-0.78540033,-0.5110417
-0.03559041,0.22048147,0.17671396
0.41637722,-0.58644557,-0.33425987
0.06466731,-0.39148688,-0.07513663
2.205303,-0.9711598,-0.27543762
-0.7308807,-0.4275181,-0.7774518
2.0325312e-18,-1.2809021,0.71483815
-0.5178262,-0.83675754,0.37118238
0.21139587,-0.28947845,0.25765994
0.27483115,-0.022422718,-0.3401147
-5.6775076e-18,-0.32667664,1.2644675
0.04138488,-0.37376633,-0.64638036
0.31456462,-0.016986974,-0.20789135
1.8049024,0.47315887,-0.16122785
-0.2856675,-0.6482664,-0.52376306
1.2258114,0.21983255,1.46543e-17
-0.32333174,-0.39474097,0.68670166
-4.946369e-17,1.0472418,0.78144115
0.20319661,-0.2195341,0.10256888
-0.5140521,-0.51336044,-0.6656827
0.1280252,-0.58122844,0.06416309
-0.279029,0.50543314,-0.95541096
0.07036518,1.2098787,-0.34279248
0.6617768,0.50241333,-0.12292941
-1.7328343,-0.8787989,-0.14896038
-0.68420804,-0.1925862,-0.16098768
7.331828e-18,-0.42913982,1.0705272
1.3396676,0.6588647,-1.6508523e-17
-1.3198473,0.23615095,-0.22602426
-0.03998488,-0.8048946,0.26904225
-1.286936,-0.2157642,0.12795277
0.12450038,0.14377153,0.09310617
-0.04228446,0.8497876,0.37405545
0.36983266,-0.59904367,0.13273439
-0.29548356,-0.01771599,-0.24741618
-0.020264775,1.3327061,-0.9528122
-0.71588975,-0.15055223,-0.9410057
1.7736188e-17,-0.8660274,0.31661093
1.330017,0.34387615,1.04912806e-16
0.59381026,-0.45443115,-0.28200012
-0.15045583,-0.55094635,-0.5920478
0.7062404,-0.19246997,-0.08359996
0.017800232,0.5431279,-0.1111414
0.124280795,-0.09137606,0.2467435
-0.13184728,0.14641026,0.18182574
-0.65886694,0.66899747,-0.43132442
-0.07785195,0.13807167,0.36081403
0.17507064,0.44196364,-0.41202974
1.3412678,-0.57125914,1.946502e-17
-0.15385094,-0.083409525,0.98372644
-8.600915e-18,-0.27921653,1.138049
-0.92617583,-0.76277596,0.30481103
-0.54735124,0.6632964,-1.0825266
0.017230285,-0.30031034,0.012033141
1.6214017e-17,0.627079,1.2387342
-0.124738924,-0.9481536,-0.0065895338
3.5516747e-17,1.1721282,0.7871141
-0.217715,-0.33094063,-0.12592469
0.40915993,0.16387601,-2.7724947e-17
1.4601758,0.2762307,-3.5302928e-05
-0.9199131,-0.20865029,-0.078908086
-0.73967683,-0.30284205,-0.6750649
-0.6588827,0.10375938,-0.36153468
0.11979478,-0.3942577,-0.5342119
-0.009042066,-0.42006347,0.7598735
-0.31143278,-0.08278937,-1.3541564
-0.8134294,-0.3086309,-0.09807315
0.13154654,0.10006966,0.28871438
1.3211663,-0.14620234,1.147525e-17
-0.5595133,-0.7827899,0.30542114
0.0854617,-0.26565748,0.26578888
-0.58580476,0.9127064,-0.15598787
0.021395443,0.20440784,-0.74709237
-2.322003e-06,0.19324735,0.17147559
0.1016684,1.1843201,6.7754203e-18
0.40823308,-0.59601444,-0.15986583
-0.6668331,-0.18818575,-1.1830038
0.010666108,0.07909893,0.41501412
-0.66434693,0.5857828,-0.47952846
0.12457156,-0.6918549,-0.14831127
-0.6969225,-0.16533926,-1.1204108
1.2751442,-0.65561086,1.5294966e-19
-0.69289595,-0.01893397,-0.20072858
-0.7999387,-0.740879,-0.3153672
0.1403542,-0.16708706,0.20387177
0.18444096,0.45390716,-1.5885315
-0.28705472,-0.3097716,0.6667927
-0.4930575,-0.92518884,0.21073689
-2.2378799e-18,0.41215464,1.0295339
-1.0708663,0.09049849,-0.118087396
1.572916,0.7938157,-0.0028889193
0.6662397,0.16740218,-0.8878291
0.5751379,-0.88623357,-1.325273e-17
-0.29810905,-0.46620116,1.4138293
-0.32239982,0.04072738,-0.31057218
0.12286686,-0.5686889,-0.7795761
1.07740755e-17,0.41409424,0.7647275
0.5966548,0.68191946,-0.24854858
0.56501245,-0.27381638,-0.54496586
-0.67478377,0.2692347,-0.48447207
1.7441677e-17,1.1629438,0.66930413
-1.559117e-17,1.3118672,0.54646724
-0.66249734,0.015107507,-0.24244896
-0.22401793,-0.5606864,-0.023163099
-1.291524,0.13961767,-0.093976535
-0.22831655,-0.32426614,-0.72272
0.1905017,-0.67743415,-0.26999053
0.022212714,0.22698298,0.21625313
0.27793804,-0.043775782,-0.21750735
0.72338796,1.3204995,-1.0771238e-18
-0.90037763,-0.3212482,-0.15650134
-1.3785805,-0.640055,-0.037259884
0.3629649,0.04436819,7.09002e-18
0.18605141,-0.13797157,0.04014017
0.0072017484,0.024527535,0.008481381
1.0341874e-18,-0.30345798,1.1283387
5.5652703e-18,0.3050991,1.0377545
0.03270186,-0.047346067,0.092669815
-0.5893318,-0.43765125,-0.6337773
-0.6478363,0.19611816,-0.29397854
-0.09155608,-0.39529577,-1.100037
0.09927765,-0.17244904,0.015026569
0.89072496,-0.32364953,-0.1548128
-0.7033794,-0.23530053,-0.78268933
-0.0111082215,-0.23109804,-1.3333548
-7.428793e-18,-0.38848817,1.2546102
0.27255267,-0.07178114,-0.15117647
-0.10026854,1.3845016,0.020824103
-0.25264686,0.92572325,0.019886384
0.0704656,-0.67873865,0.1545305
-0.2754946,-0.035927642,-0.5940191
-1.5700226,0.0020955356,-0.2976785
0.007982913,-0.2884065,-1.3384246
0.053963974,-0.40548235,0.11954436
1.2178384,-0.3927475,-4.209832e-17
4.7251488e-17,-0.49180382,1.2503985
-1.412299,0.8178473,-0.36028528
4.1902645e-18,0.5429422,0.017806593
0.58053416,-0.88296103,-4.14029e-17
0.3143246,1.2597463,-3.9823184e-18
0.258037,-0.02088555,-0.10566954
0.6426436,0.25766528,-3.0314767e-17
-0.12154706,0.10941203,0.13409455
0.41663143,0.59421116,-1.2435095
0.12790412,-0.30680117,0.026741847
-0.48754317,0.83095396,-0.47466084
0.66037655,0.5924702,-0.04168119
0.27945274,-0.02305201,-0.26314414
-2.4079626e-17,1.2100433,0.8506509
-0.70758826,-0.17213404,-1.0819329
-4.7420643e-17,0.09914673,0.34753114
0.036082797,0.0058935904,0.03799871
-0.08742394,1.3882152,-0.06544555
0.28027356,-0.36476877,7.939662e-18
1.3056668,-0.9404546,-0.13992323
0.13234977,-0.022663413,0.042147517
0.04259625,-0.5205811,0.018260913
-0.49443883,0.6276366,-0.6936007
-0.79491305,-0.5040315,0.0030468279
0.20211793,-0.322262,0.14621304
-1.808091e-17,-0.46311805,0.64171857
0.33306998,-0.43082115,0.020005388
0.7938196,-0.20191547,-1.302104e-17
0.029355861,-0.019575598,0.041916594
-0.6660107,0.058065373,-0.18030986
-0.010850743,0.22038834,0.22010636
0.049777776,-0.13993524,0.06923165
-0.4076634,-0.6047716,-0.0482722
-0.76497614,-0.42554325,-0.68703926
0.37326923,1.2856288,-7.544484e-17
-5.635225e-17,-0.32304162,1.5502316
0.6163108,-0.040654913,-1.7275116e-17
-0.8067436,-0.7235195,-0.61770684
0.24670404,0.46457523,0.03059525
-0.2870006,-0.024325987,0.016776556
0.10653441,0.42408243,-0.49570495
-1.9257998,-0.74596953,-0.29687658
1.2356379e-17,-0.046179112,0.48827088
0.18786648,-0.55072194,0.18877289
0.008599001,-0.0022999314,0.0021979993
1.2797996,0.2263717,3.2867838e-18
-0.869142,-0.20503175,-0.13011824
0.097967595,-0.30067348,0.08549015
-1.5833694,0.25116062,-0.5203208
8.2844694e-18,-0.3310206,1.2761521
0.41294602,-0.3948754,2.580982e-17
0.03954311,-0.24060479,0.03080101
0.014590285,0.57011193,0.16591313
-0.6611909,0.19159162,-0.2622222
0.7053014,-0.24102713,-0.18267702
0.26368067,-0.22194204,-1.5008672e-18
3.220308e-17,-0.7923328,1.0997009
-0.029309975,0.16323917,0.15364939
1.8298142,0.52366304,-0.40577465
-0.7131357,-0.15950574,-0.28121445
-1.2659574,-0.6281867,-0.7084164
-0.17818044,-0.678179,-0.688548
-5.8573912e-18,1.3302186,0.5854438
-0.14726944,0.01622382,0.21906106
2.7103696e-18,-0.5698856,0.3160453
-3.8467227e-17,1.078835,0.63582236
-0.20694,-0.67611855,0.49413615
0.031207416,0.6710683,0.25017068
0.12675025,-0.43534398,0.15396208
0.005674892,0.84234524,0.5247765
0.61608773,0.692772,-0.03265617
0.44505906,-1.2406402,1.3863912e-17
0.08345144,-0.4699443,0.27974704
1.1220132,0.1684947,-7.039839e-18
3.0461257e-17,0.8461618,1.2415684
0.35000882,0.5523004,-0.40284017
0.6101417,-1.2406119,-9.541617e-18
-0.117477566,-0.26391903,-0.860372
0.71582085,-1.1499045,-2.0757912e-17
0.60878074,1.0640497,2.0963756e-17
0.27570787,-0.07925283,-0.07689122
-0.038772233,-0.24306881,1.3807138
1.3847712,0.41242653,-0.009712032
6.956494e-17,-1.1742085,0.40769902
-0.5051634,0.8000821,-0.40275002
0.06097851,-0.14750637,0.06310247
-0.6653469,0.07056642,-0.2877637
0.13070716,-0.4484181,0.3198091
1.2647889,-0.39144483,-3.713189e-17
1.0612934,-0.06300144,6.4029483e-18
-0.14902389,0.00046142822,0.17782076
0.08905522,-0.20332955,-0.8930565
0.04998498,-0.35018978,0.22755145
0.0041601206,0.6570055,0.24924655
-0.7037074,-0.037948012,-0.22987811
-0.6641477,0.3128572,-0.6897346
5.747252e-18,-0.61754054,1.1399268
-6.4764123e-18,1.3774934,0.79819536
-0.04649669,-0.25755456,-0.39629257
0.13625763,-0.3588883,0.05314285
0.008973422,-0.23536986,0.121882156
-0.605207,0.69404536,-0.38928476
-0.71440816,-0.20347093,-0.12813357
-2.3605713e-17,0.71456045,1.3380836
-0.5232499,0.7211428,0.18200473
0.36068162,-0.6275509,-0.22122012
0.26509526,0.008491907,-0.3147427
-9.179348e-18,1.2659211,0.58661515
0.47564948,1.3526871,-0.37173888
1.218238,0.095809184,2.176075e-18
-0.18498924,-0.38564426,-0.4422015
1.1898085,-0.115140356,-0.036173195
0.7246474,-0.20111513,-0.10865429
5.5005032e-14,-0.09738257,1.0548007
-0.068416946,0.21936283,0.29736948
0.43757862,0.5993307,-0.018121593
0.055165786,0.33138344,0.08993258
8.6855205e-18,0.14163712,0.6035272
-0.29339457,-0.008459404,-0.22891518
-1.344449,0.92942023,-0.03753816
0.04457755,-0.37732828,0.079077385
-0.6025887,-0.5234512,0.024649622
-0.6907578,0.05837639,-0.28569916
-0.596798,-0.27981344,-0.15425447
1.0976689,-0.7910348,3.619937e-17
-0.029894862,0.54823077,0.922075
0.14953302,0.38925377,0.08471184
0.5106422,-0.5455899,-0.034972403
-0.69676405,-0.24741283,-0.82358813
-0.66234916,0.6658457,-0.79240346
0.065897785,-0.22150901,-1.0912094
0.3968794,0.57161844,-0.109148696
-0.55370337,-0.5884386,0.55603546
-0.89141583,-0.21664716,-1.0633698
0.14596581,1.2718431,-2.0160742e-16
-0.0012077929,-0.34612432,0.0758388
0.31992623,1.2517025,-1.566805e-17
-0.65870816,0.107507795,-1.0670491
0.17523913,-0.14480302,0.15898557
0.12506902,0.49222377,0.37565023
-0.71407264,-0.1294435,-0.9704789
0.06715258,-0.20983352,0.11756939
-0.6824735,0.0435695,-0.15553242
-0.7186748,-0.29074693,-0.78029716
0.29493263,0.032148503,-0.012289432
6.7181173e-18,0.39577633,1.4398391
-0.2790965,0.014159041,-0.30529815
-0.72227526,2.0424695,-1.2968396
-0.51587296,0.45684662,1.1310539
-0.8709523,-0.32552287,-0.107521795
-0.6602351,0.18024746,-0.5636148
-0.08583877,0.5695859,0.8853733
0.32636482,-0.17553754,0.012847711
0.1305124,-0.3547499,0.25084716
-1.5365059,0.8102334,-0.59266144
0.0017527787,-0.26541698,-0.16822343
-0.8804229,-0.2242137,0.09430154
0.595723,1.3324255,-3.7321317e-17
-0.68913954,-0.6504267,-0.088760816
0.2095303,-0.31428683,0.23482086
-0.61548924,-0.84662986,0.1990274
-1.4509327,0.789343,-0.39042318
0.00834965,-0.45033357,0.016132228
7.401717e-18,0.19851314,1.2715005
-0.02863956,-0.78300744,1.44689
-1.5754393,-0.950088,-0.022622272
0.14622745,-1.2435464,8.90685e-18
0.6698104,0.077700734,-0.31863216
1.1979879,0.07964351,1.3126289e-17
0.2634078,-0.543224,0.14068864
3.09029e-17,-0.51140255,0.603887
0.16354652,-0.45581156,0.14674233
-0.4601416,0.8270577,0.44667116
1.2611026,0.32771719,-3.0159276e-18
-0.69790167,-0.23631865,-0.7385138
0.31412023,-0.0013427451,-0.17783388
-0.59964025,-0.46693876,-0.8079818
0.036294945,-0.09231479,0.20334248
-0.4782481,-0.8224772,-0.48367104
-0.30722037,-0.6143056,-0.5614165
0.6759504,-0.7387651,-2.5792904e-18
-0.13459574,0.65201926,0.8171981
-0.052457772,-0.70229733,-0.3616208
-0.090038866,-0.15413985,0.95672816
0.15327667,-0.00042039508,0.119082056
-0.66140795,0.5341383,-0.97317886
-0.26057947,-0.659367,-0.11595089
0.009521604,-0.7914474,0.19973002
0.12828,-0.3366751,0.07067419
0.60876244,-0.6567276,0.37100375
0.04425844,-0.11273042,0.032239396
-0.23379165,0.49511275,0.9670358
0.26083094,0.49422437,-0.15456255
-0.06552313,0.42404908,0.4616685
-1.7086118,-0.38217664,-0.7363997
0.21477374,-0.14703837,0.06507371
-0.7673172,-0.31197768,-0.71428555
4.9430418e-17,0.1430537,1.2923379
-0.66300035,0.3048369,-0.4859737
2.0451764e-17,0.570852,1.06808
-0.70709527,-0.64991736,-0.021986043
0.69161725,-0.02471542,0.30022052
-0.037395097,0.46947375,0.96431375
0.61420894,1.4140904,-4.965436e-19
0.14005056,-0.13793729,0.2956928
1.2905524,0.1114212,3.0757682e-17
-0.4142283,0.09645423,0.34656873
0.06762328,0.5643072,0.03521723
0.21887545,0.67152685,0.23908266
-0.037972897,-0.23271362,-0.3411055
-0.66103154,0.5853468,-0.47457832
0.4492361,0.6041463,-1.1850711
0.152702,-0.688023,-1.194534
0.0117181055,-0.03480163,0.033295825
-0.71457523,-0.12511054,-0.6699813
0.046821836,-0.5689202,0.24080484
0.21408974,-0.35719296,-0.18012832
-0.7943552,-0.31028175,-1.0562865
5.103133e-17,-0.31708702,1.1861115
0.111814216,-0.20001121,0.08796837
0.024455339,-0.049025316,0.1352408
0.13059092,-1.1557473,-5.9917762e-18
-0.6062909,-0.37706053,-0.72585654
-0.63406557,-0.20448627,0.18125562
-1.2931081,-0.9164116,-0.27008674
-0.49020785,0.86603725,-0.4334044
-0.31349972,-0.011535028,0.24825548
-0.21147689,-0.36995447,-1.0572802
0.35308132,1.2589988,9.3011455e-18
1.6217504,0.61886746,-0.04777451
-0.7162987,-0.04030135,-0.24557514
0.05623473,-0.35782695,0.180802
-0.2147726,-0.2054787,-0.70130485
-8.519827e-18,-0.30524987,1.1594878
0.66817683,-0.3277473,-0.41600028
1.8677795,-2.096154,-0.001935344
7.808196e-18,0.5012052,0.3087138
0.12704395,-0.25583875,0.19150178
-0.6017706,-0.19633676,0.015256311
-1.3115467,0.63604915,-0.8538916
-0.27397916,-0.52284425,-0.79301506
1.6021794e-17,-0.45929223,1.3064572
0.053182725,-0.24358584,0.10471002
3.07572e-18,-0.051408302,1.1534407
-0.030176172,-0.2723205,-1.3225087
-0.55896163,-0.69566196,0.1344988
0.6606408,0.662256,-0.073190965
-0.65950304,0.4423643,-1.0092778
-0.705826,-0.79731476,-0.23844942
0.21805404,-0.5120653,0.3088587
-1.3047938,0.03673308,-0.27034602
-2.0884568e-17,0.62556136,1.0730895
5.3712444e-18,-0.5229754,1.2649359
0.11089035,-0.40421477,-0.14414445
0.06294212,0.057997998,0.05691135
0.5355431,0.653637,-0.87973964
0.1308471,0.11429466,0.066235654
-0.43022704,-0.58260167,-0.7307926
0.026634244,0.2677507,0.100977555
-0.63780636,-0.6851911,0.46396968
-0.6822771,0.030537955,-0.13790774
-0.313736,0.043616813,-0.26004362
-0.25061765,-0.0016660877,-0.19189687
-0.8032348,-0.20373909,0.112955056
0.41146263,1.2678989,3.0358943e-18
0.40117872,-0.60473275,-0.36851975
0.072704285,-0.009936316,0.08479287
-1.3884163,0.0045618555,-0.24411555
0.0030588787,-0.3323461,-0.561381
0.17695871,-0.15018651,0.00789814
-0.23074259,-0.673827,-0.078957886
