x,y,z
0.3848566,-0.616781,-0.49860182
0.04207662,-0.5878031,0.050623477
-0.7677119,-0.4119101,-0.6493402
-0.6778959,0.012478862,-0.22634062
1.9321183e-18,-1.2722894,0.28857708
0.048757814,-0.5771944,0.13359357
-1.25603645e-17,1.257113,0.32138747
-0.035492737,-0.9285629,0.04235403
-0.06626004,0.14818697,0.32001206
-0.20677258,-0.6754013,-0.40641695
-0.14101955,0.8818256,0.26316226
-0.4511897,-0.5890386,-0.72947353
0.75344193,-0.42449945,-0.37326863
-0.6385257,-0.25515258,-0.74728465
-0.6199434,-0.39759612,0.0064849835
-4.841502e-17,-0.75900227,0.71581244
0.058708396,-0.35063007,0.053763017
0.16376604,-0.26846144,0.13454857
-2.0256237e-17,0.105775386,1.2253613
-1.3269073,0.8646431,-0.304958
-0.7087528,-0.110314764,-1.1263901
0.65665233,0.5502663,-0.44921485
7.198858e-18,-1.2254384,0.23971972
0.06331762,0.4264954,0.049373657
0.099057466,-1.2635795,-0.34756315
0.69142807,-0.2846666,-0.15911636
-0.21274789,-0.8537642,0.41506252
1.9740963,0.21961361,-0.056781206
-0.119426146,0.15134992,0.18392076
0.15801042,-0.61018956,0.10344089
1.5559813e-17,-0.4422653,1.2302651
0.03245129,0.21275434,-0.22071582
-0.027067546,0.09376161,0.14506203
0.049059592,-0.7077771,0.068340875
0.04290665,-0.33537427,0.036508158
0.06331159,-0.094403915,0.2514286
-0.7212162,-0.12160811,-1.0245693
-1.4111947,-0.6543472,-0.52122885
0.27440944,-0.034097143,-0.45959812
-3.671393e-17,-0.36183247,1.2430079
-0.66983896,0.19895637,-0.1633685
-0.026260288,-0.8744291,0.34370145
-0.05134555,-0.24731468,-1.2777647
0.09207829,-0.5715041,0.15277134
-0.08502288,0.024562769,0.2889945
0.03711273,0.21471432,-0.5318812
-0.7254313,-0.42223325,-0.3215904
-8.680151e-18,0.007230597,0.43178007
0.31614628,-0.02187144,-0.3723883
0.08869349,-0.27716663,0.12734428
0.11099497,-0.36382556,0.06360527
-0.26552585,-0.66124046,-1.1890436
0.5010714,0.63096684,-0.12317633
0.08088902,-0.34803692,0.112158604
-0.66361976,0.08144029,-0.31617177
-0.65879875,0.3199193,-0.48230055
-1.3880404,-0.60385865,-0.7619645
1.3232479,0.8137126,-3.877391e-17
0.27498606,-1.2427083,-0.008766808
0.85427487,-0.6059095,3.3658217e-17
0.6304627,-1.281805,6.2537144e-17
0.26566204,-0.025747377,-0.49116504
0.12259483,-0.2159096,0.13492677
3.7764064e-17,-0.56474864,1.2821164
-0.18224707,0.19362354,0.329438
0.1973425,-0.19920762,0.2895271
-0.059134502,-1.1850966,0.5442152
2.7235997e-17,0.78588986,1.3469579
-0.618407,-0.10353364,-0.6626954
0.006554539,-0.21678272,-1.2095876
0.06608407,-0.16225205,0.12654734
-0.55755454,-0.27075952,-0.15227787
-0.01632111,0.17865193,0.3363585
-1.4769756,-0.45553198,-0.69234526
-0.7152158,-0.15656452,-0.9617533
-1.283568,-0.9098945,0.28278947
0.3538563,-0.21748602,0.0111808665
0.074738406,0.44858703,0.0912223
-0.5293569,-0.27471736,-0.73349756
-0.20292903,-0.19719125,-0.077441394
-0.07723836,0.1685348,0.50370705
1.3083262,-0.7060954,4.2968026e-17
0.6837753,1.2676389,-5.1175514e-17
0.032023277,-0.4114289,0.080009736
-0.55820334,0.22927229,-0.21293351
0.05072821,-0.4905029,0.051292002
-0.6571804,0.031198123,-0.20971279
-0.03984102,0.4264228,-0.07201259
1.1902782,0.1288615,-2.479528e-17
-0.01548114,0.3356586,0.21245545
0.07277471,-1.1097655,-3.3535403e-18
-0.17634936,-0.8828711,0.17769548
0.8420219,-0.9007986,7.686861e-18
0.7552201,-0.18946421,-0.26458237
-7.490874e-17,-0.815982,0.70488626
0.27646765,-0.081693575,-0.054562416
1.1320086,0.0076808254,-5.031686e-18
-0.2195414,0.35172093,0.1825215
0.08643533,-0.26362392,0.066122964
-0.59709424,-0.27468777,-0.7802578
-0.9108766,-0.3487798,-0.6545287
0.0077052293,-0.35484725,-0.15074795
-0.40712842,0.12876649,0.1542141
0.04302049,0.111506164,-0.115934
-2.5677107e-18,-0.053104583,1.2503299
0.27286392,-0.0075807683,-0.2468832
0.5583716,-0.4847831,-0.60503817
0.55262846,0.6699301,5.270498e-13
-0.7069643,-0.20849149,-1.16061
-0.65948963,0.39883983,-0.4644701
-0.038360383,-0.20820233,0.14898187
1.4147301e-17,0.09401273,1.3548032
0.28074345,-0.020126529,-5.174839e-18
0.1298844,-0.33475944,0.08995372
-0.62199116,0.32997495,0.47229132
-0.63296664,0.7003859,-0.44352618
5.550942e-18,0.20447505,0.8356738
2.517226e-06,-0.12429704,0.0014797153
0.0013571719,0.058743972,0.01689807
0.12494146,0.7107109,0.28923202
0.6586225,0.3499892,-0.47739574
-0.7075883,-0.20276247,-0.89554435
-0.29634526,-0.81403595,-0.2714044
0.026885597,-0.48370832,0.018311389
-0.8721834,-0.20207351,-1.1224118
-0.0754408,-0.65920275,0.02199128
-2.9974954e-17,0.09342957,1.0414536
0.72392875,-0.15770333,-0.101441145
1.7376168,-0.9210705,-0.16293669
-2.390475e-17,1.3762188,0.8951356
-0.015094914,-0.30006132,-1.1263961
-0.65242517,0.27285513,-0.5334218
6.7417184e-18,1.2553546,0.8734354
0.052173678,-0.018800812,0.0058405437
0.27630097,-0.05571622,-0.031763744
0.19926317,1.1433481,-5.5407995e-19
-0.08977843,-0.35484028,-0.053168382
0.14082038,-0.36070973,0.18308127
1.3484243,-0.62866014,1.5849176e-17
-0.21991874,-0.90960133,0.26150763
0.24507654,0.4722164,0.12721643
-0.25988185,0.0011899164,-0.25235885
0.8494246,-0.31908733,-0.14659633
0.29938453,0.2161269,-0.44971484
-0.57741326,-0.0017638992,0.1710702
-0.6477061,0.34340283,-0.4969211
0.88269097,-0.20588277,-0.22762284
0.0076501723,-0.18954363,0.026073694
0.08172302,-0.36446124,0.15673167
-0.102159634,-0.6024093,0.5821524
0.02983257,-0.4027876,0.10037073
-0.69980705,-0.19946578,-0.76326394
-0.102895334,-0.419469,-0.73645854
-0.06826845,0.16040018,0.34523433
-0.007281141,0.033078384,0.18217029
0.3036077,-1.24685,-5.2242815e-17
-0.45818278,0.60251373,-0.45230374
-4.3347378e-17,-0.7057789,0.35577846
0.14746064,-0.40360954,-0.28741562
0.5216415,-0.36363614,-0.34469405
0.6016575,-0.41116318,-0.30376792
0.07191895,-0.30295128,0.30016154
0.3011688,-0.64989746,-0.4225959
-0.22302018,0.4718948,-0.4711569
-1.4061385,-0.6374354,-0.4806123
3.0955848e-17,-1.1951966,0.3199234
0.03356105,-0.20872112,-0.8057086
-0.70215803,-0.11645819,-0.62696683
4.81379e-18,-0.4428632,1.0822222
0.07742257,-0.20980695,0.017461315
-0.7274162,-0.12793353,-0.97707915
0.15210666,0.8842593,-0.31516564
-0.13983567,0.33190653,0.21519159
0.13646962,-0.57441634,-1.0704325
1.2038484,0.062372033,-1.0248127e-17
0.061375745,-0.36425492,0.018719599
0.075785644,-0.4490448,0.16179392
0.64313823,0.67358226,-0.53027236
-0.17211007,0.037452962,1.062273
0.14996602,-0.91664684,-0.1670674
-0.5518024,0.66789126,-0.38730818
-0.7150352,-0.8110749,-0.5193384
-3.00631e-17,-0.6493886,0.510629
-0.67512625,0.04834224,-0.2682399
2.0381224e-17,-0.26431945,1.0456707
-0.66761297,0.90329677,0.102045074
-0.5740146,-0.17648083,-0.9729944
1.2319468,-0.12181212,-2.3658356e-17
-1.2537878,0.08447714,-0.54123145
4.7525758e-17,1.4083279,0.4884319
-0.34599835,-0.6436043,-0.08982467
0.17718206,-0.38470903,-0.1300711
0.17082296,-0.39317787,-0.57469344
0.15256202,-0.9141343,-0.043289714
-0.25696722,0.08848631,-0.33667928
0.2747596,-0.065606445,-0.14199327
0.301873,-0.038751718,-0.24383636
-0.71011454,-0.06639238,-0.22680189
-0.8693634,-0.31339744,-0.6913876
-0.008504501,-0.08666404,-0.6822308
-5.825192e-17,1.2925599,0.5443938
-0.89161247,-0.2102928,-0.015896581
-0.30320266,0.0025343397,-0.29109076
0.031096159,-0.13139607,0.024245098
-0.037500884,-0.36843428,-0.33624795
1.1633413,-0.12891403,-0.06462042
0.1209712,-0.5845205,0.028208883
0.11399834,0.4444557,0.07516666
0.28923255,-0.018942066,-0.41958058
1.2445489,-0.0599724,5.306766e-17
-0.4920469,-0.5632942,-0.7663853
1.3568673e-17,-1.2715086,0.33866024
0.1721073,1.1912553,-0.41598168
4.6826198e-17,-1.0964311,0.79994196
-0.7000692,-0.2930284,-0.68459606
1.4156163,-0.35463017,-0.19580702
0.006271996,0.7266833,0.2135381
0.075529605,-0.5605308,1.5339712e-17
-0.16800539,0.17248864,0.27200413
0.11747993,-0.18334946,0.043471213
1.0668821,-0.15383743,1.1182561e-17
0.6119437,-0.18527605,-0.042112168
-0.024361746,-0.6969591,0.16990367
-0.06367947,0.41848233,0.97716194
3.0111145e-19,0.5974853,1.2063819
0.26154006,-0.3940005,0.103157766
0.040233396,-0.6115982,0.08629546
-0.03765668,0.046313554,-0.5857372
-0.6587476,0.50330985,-0.45005733
-0.30567557,0.02961227,-0.64211226
0.12611821,-0.10551569,0.1520285
-0.2451631,0.48929057,-0.98099715
-0.073170125,-0.14207076,0.66864735
8.7936835e-18,0.119192325,1.1577398
-0.65496755,0.38271517,-0.49807513
-0.63140064,-0.2859993,-0.11424465
0.63324845,0.30046546,-4.479245e-19
-3.0782117e-17,1.2422898,0.37757036
0.13257447,-0.29855755,0.06967699
1.2170763,-0.18729275,-1.748219e-17
-0.6684064,-0.91642237,-0.19482926
-0.03347616,-0.20140687,-0.36088225
3.019587e-17,0.3021208,0.46301508
-0.29892933,0.023417588,0.25077397
-0.13869165,-0.60402185,1.4995142
-0.016846625,0.037192423,0.14971404
-0.033195388,0.7055852,0.7688547
6.593086e-18,0.08293847,0.7244479
0.15699378,-0.0100958,0.36337677
0.28795785,0.006330768,-0.0068578925
0.64148146,-0.39237255,-0.08484779
7.205294e-18,-0.32309598,1.181142
0.2613441,-0.00989779,-0.0748483
-1.9379916,0.4476025,-1.1494293
0.24208996,-0.4106537,0.0067226575
-0.3168104,-0.1858068,-0.13756445
0.8705427,-0.83790016,-1.2705594e-17
0.08328261,0.39049464,0.034956098
0.5203767,-1.4402744,-1.4278211e-17
-0.23951446,0.6027313,0.85207283
1.0482392,-0.1973707,-3.040329e-18
-0.10182612,-0.8031985,0.4656515
-1.1658695,-0.20863706,-0.08716821
-0.18557607,0.5016938,0.96230674
0.100064166,1.4687976,-6.867183e-18
-0.7479981,-0.43365538,-0.7520703
0.6529737,0.34448126,-0.0036913168
0.34181195,-0.19074437,5.6568116e-17
-0.8374165,-0.20431277,-0.7011542
7.274662e-17,-0.18513098,1.2779973
0.50641054,0.3884254,0.085238375
0.3992931,-0.16052969,9.807645e-18
-1.28154,-0.30968183,0.06741283
0.016587732,0.053768508,0.058051758
-0.6945102,-0.17211328,-0.9595414
1.1571975,0.29879603,-1.3491367e-17
-0.5354501,-0.34968618,-0.104834035
-0.014013065,-0.0775953,-0.020492021
-0.50167114,0.64556617,-0.43132526
0.15933785,-0.20602289,0.02124543
-0.029807989,-0.20396297,-0.35223627
-1.6936954,-0.86172354,0.32856113
0.17853929,-0.120793514,0.09478199
-0.70106465,-0.30053586,-1.0876969
1.3852036,-0.7483154,-1.1688949e-17
-0.66000545,0.10844749,-0.14109047
-0.53600353,-0.22284694,-0.9206344
-0.29463714,-0.077762514,-0.6373902
0.32287586,-0.03229452,-0.00035916365
0.47898132,1.1940609,-9.338235e-19
-0.44849932,1.7007641,-0.042481646
-3.8224008e-18,-0.2374304,1.2444861
-0.6338823,0.16262814,-0.56802654
-0.16608955,0.07827778,0.15361981
-0.6415228,-0.2518011,-0.8901208
0.09253637,-0.18847403,0.2477897
-0.15466943,-0.39791483,-0.07877133
1.3478762,0.13241257,8.611636e-18
0.739318,0.9985698,3.1950553e-17
-1.0887599e-17,-0.12283991,0.8226316
-0.77382654,0.1799625,0.3131578
-4.520822e-17,-1.07883,0.6810958
-0.056294598,-0.3870998,-0.7098771
0.046337746,-0.41549864,0.1895773
-4.781108e-17,-0.20109068,0.69380075
-0.64904225,0.22885251,-0.52634
